DateTime,In_Flow,In_Angle,In_Temp,Out_Temp,In_Pressure,Viscosity,Humidity,Rot_Speed,Valve_Opening,Tank_%,Out_Speed,Thickness,Vibration,Col_density,Oxygen,Quality_type
2021-03-28 17:00,-0.47,1.6,-0.43,-1.81,-0.58,-0.33,-0.23,-1.83,-0.36,-0.07,0.26,-0.11,-0.31,0.84,0.67,Approved
2021-03-28 18:00,-0.07,-0.85,0.88,-2.73,0.34,0.91,0.23,-2.4,-0.7,-0.15,1.99,0.37,-0.18,0.68,-0.06,Rejected
2021-03-28 19:00,0.49,0.21,-0.15,1.53,2.16,1.36,-0.7,2.93,-0.39,-1.61,-1.15,0.1,-0.34,-2.5,0.41,Premium
2021-03-28 20:00,0.57,1.16,1,1.26,0.8,-1.63,0.18,1.57,1.12,-0.32,-2,2.06,2.08,-0.38,0.18,Approved
2021-03-28 21:00,0.54,0.78,-0.59,-0.75,-0.47,-0.04,0.32,-0.2,0.13,0.01,0.97,-0.69,-0.75,0.41,-0.46,Rejected
2021-03-28 22:00,-1.36,-1.77,-1.58,-2.64,-4.03,-0.98,-1.41,-2.42,2.55,0.21,-0.68,-0.5,-0.96,0.65,-1.42,Premium
2021-03-28 23:00,2.52,-0.65,0.62,0.21,1.9,0.5,3.69,-0.35,-2.65,2.59,1.27,0.15,0.42,-0.17,1.56,Rejected
2021-03-29 00:00,1.69,-0.05,-0.82,0.22,3.18,-1.29,3.44,-1.8,0.16,1.5,0.34,0.99,0.63,4.68,-0.31,Approved
2021-03-29 01:00,-1.07,1.92,-1.31,-0.36,-1.66,1.57,-1.13,-0.73,0.62,-0.47,-0.06,-0.72,-1.83,1.58,0.27,Rejected
2021-03-29 02:00,2.02,2.01,-1.35,-0.86,-0.25,-1.24,1.43,0.77,0.98,0.61,-0.45,0.17,0.75,-1.29,0.41,Approved
2021-03-29 03:00,-1.42,-0.83,1.57,-0.94,-0.94,-0.08,-0.98,-1.61,0.24,0.02,0.74,-0.42,-0.01,0.11,-0.7,Premium
2021-03-29 04:00,-0.77,-0.56,-0.39,0.23,-0.98,0.54,-0.79,-0.28,-0.49,-0.44,0.18,0.23,-0.45,1.73,-0.35,Approved
2021-03-29 05:00,2.94,-0.05,-1.13,-0.32,-1.33,0.15,0.43,3.21,-0.18,-1.63,0.51,-0.28,0.44,0.91,-1.41,Approved
2021-03-29 06:00,1.29,0.08,-0.91,2.05,-0.59,-1.09,1.36,1.49,0.79,0.9,0.7,0.98,-0.85,2.1,0.65,Approved
2021-03-29 07:00,-0.11,-1.15,0.3,2.67,-0.14,1.98,1.16,0.23,0.04,1.7,-0.33,0.35,-0.04,2.15,0.1,Approved
2021-03-29 08:00,-0.14,-0.11,-1.5,-2.89,2.88,-0.16,-0.52,-1.14,-0.26,-1.24,0.65,0.04,0.6,-3.96,-1.21,Premium
2021-03-29 09:00,-3.12,0.03,-0.35,0.93,0.72,0.88,-0.36,-3.27,0.68,1.92,0.09,1.66,1.06,0.36,-0.55,Premium
2021-03-29 10:00,1.35,1.19,-0.89,-0.53,1.37,-0.37,2.08,-0.96,-1.2,1.01,-0.22,-1.3,-0.29,1.51,1.29,Rejected
2021-03-29 11:00,1.13,-1.32,0.42,1.99,3.76,0.41,0.56,2.46,-1.4,-1.41,-0.29,-2.15,2.21,0.25,1.09,Approved
2021-03-29 12:00,0.71,1.29,0.38,-3.06,0.57,-1.06,1.6,-3.01,0.26,1.16,-0.07,-0.09,-0.35,0.22,-0.08,Rejected
2021-03-29 13:00,1.04,0.8,-0.76,-3.72,-0.11,-1.11,0.72,-2.26,0.19,-0.5,-0.27,0.37,1.1,1.58,0.64,Rejected
2021-03-29 14:00,-0.06,0.74,1.04,-1.96,-1.82,0.33,-1.31,-0.51,0.8,-2.03,-0.05,-2.58,1.63,3.17,-0.33,Rejected
2021-03-29 15:00,1.2,0.08,-0.75,0.37,1.39,-2.01,2.49,-1.31,-1.61,1.31,0.47,-1.46,0.66,4.19,-0.94,Approved
2021-03-29 16:00,-0.54,1.53,-0.14,-1.77,0.23,1.99,0.34,-2.54,-1.33,0.47,0.26,0.91,-1.16,1.11,0.69,Rejected
2021-03-29 17:00,1.47,0.04,-0.41,-2.98,0.6,-0.71,1.31,-1.57,-0.35,0.09,2.71,-1.5,-1.24,0.16,-0.27,Rejected
2021-03-29 18:00,-1.5,-0.29,0.53,-1.15,-2,1.19,-1.95,-0.91,-2.44,-1.08,-1,-1.01,-0.35,0.7,-0.76,Rejected
2021-03-29 19:00,-1.01,-1.64,-0.16,0.52,2.33,-0.31,1.63,-2.62,0.38,2.69,0.87,0.73,-1.08,-1.14,0.98,Premium
2021-03-29 20:00,1.84,1.12,1.36,0.92,-0.37,-0.22,1.09,2.06,-0.02,0.34,-0.98,0.2,0.63,-0.49,-0.16,Rejected
2021-03-29 21:00,1.07,0.19,0.24,-1.91,0.31,1.28,1.41,-1.56,0.08,0.65,1.37,2.02,-0.5,0.91,-0.51,Rejected
2021-03-29 22:00,1.27,0.68,0.57,3.68,2.12,-1.05,-0.28,4.54,0.11,-2.29,-0.89,0.27,0.43,1.85,2.96,Approved
2021-03-29 23:00,0.84,0.65,-0.69,4.26,3.43,0.2,-1.46,5.35,-0.44,-4.61,-0.49,-0.78,-0.47,4.5,0.98,Approved
2021-03-30 00:00,-0.27,-1.95,1.43,-2.14,0.26,-1,-0.25,-1.69,1.37,-0.52,1.35,-0.39,0.81,0.36,-1.03,Rejected
2021-03-30 01:00,2.42,-1.58,0.7,0.69,3.6,-0.67,1.9,1.7,-0.63,-0.79,-2.39,0.7,0.07,1.08,0.24,Approved
2021-03-30 02:00,-3.38,-0.78,1.84,-0.98,-2.34,1.55,-2.06,-3.21,0.82,0.6,-1.38,0.62,1.52,0.32,0.62,Premium
2021-03-30 03:00,1.06,-0.89,-1.59,0.88,1.61,0.14,-0.26,2.32,0.23,-1.97,-0.66,-1,-0.95,0.79,-0.07,Approved
2021-03-30 04:00,0.87,-1.34,0.45,0.49,1.25,1.7,-0.2,1.97,0.1,-1.22,-1.11,-0.62,0.84,-1.27,0.03,Premium
2021-03-30 05:00,1.26,1.29,-0.72,-0.89,1.48,1.11,0.06,1.27,-0.57,-1.33,-0.03,-0.37,-0.68,-1.61,-1.98,Premium
2021-03-30 06:00,-1.4,-0.35,-0.07,0.22,0.23,-0.53,0.37,-2.4,-0.03,1.34,0.29,-0.12,0.42,1.74,-0.54,Premium
2021-03-30 07:00,2.26,-4.26,-0.18,-0.17,-1.27,-3.31,0.31,2.38,-0.09,-1.46,0.17,0,-1.73,2.06,-0.38,Premium
2021-03-30 08:00,2.4,-0.56,1.7,-0.27,1.43,-0.17,2.75,0.06,-0.38,1.29,1.21,-0.82,0.41,0.58,0.07,Rejected
2021-03-30 09:00,-0.62,-1.16,-0.42,-0.8,-0.95,-0.12,-1.55,0.25,2.39,-1.47,0.62,1.07,-0.32,-0.04,1.36,Premium
2021-03-30 10:00,0.99,0.28,1.42,-1.75,0.78,-1.37,2.26,-2.26,-1.38,2.14,1.49,-0.63,1.24,-0.76,0.51,Rejected
2021-03-30 11:00,0.55,-2.63,0.31,2.44,1.55,-2.2,-0.9,3.77,-1.44,-1.8,0.54,-0.37,-1.34,-1.67,1.35,Premium
2021-03-30 12:00,-1.19,0.74,-1.05,0.7,3.07,0.08,-2.56,1.37,-0.1,-4.41,2.42,0.27,0.89,3.02,-0.16,Approved
2021-03-30 13:00,-0.16,0.24,1.76,-3.3,-2.95,1.31,-2.24,-0.82,0.45,-3.34,-0.67,1.26,0.75,4.73,-0.76,Rejected
2021-03-30 14:00,2.98,-0.56,-0.37,-0.75,0.35,-0.98,3.24,0.2,0.29,2.25,-0.25,-0.66,-0.45,-1.36,-1.77,Approved
2021-03-30 15:00,1.27,-0.15,1.72,0.98,0.52,-1.43,1.34,1.16,-1.68,1,-0.91,-2.57,0.71,-1.15,0.55,Rejected
2021-03-30 16:00,1.42,-1.11,-0.34,-0.03,1.04,0.46,1.53,0.04,0.22,0.24,-0.45,1.96,0.46,1.95,0.45,Premium
2021-03-30 17:00,-0.72,0.13,1.19,-1.08,-0.65,-1.62,0.12,-2,-0.29,0.82,-0.93,-0.44,-0.96,0.57,-0.55,Premium
2021-03-30 18:00,0.74,0.19,-0.12,3.61,-0.08,0.32,1.75,1.77,0.97,2.41,-0.99,-0.68,-0.59,-0.39,1,Approved
2021-03-30 19:00,0.19,0.05,0.03,-0.61,3.84,0.54,-0.02,0.51,1.57,-0.79,-1.69,-0.61,0.47,-4.56,2.2,Premium
2021-03-30 20:00,-0.59,0.31,-1.55,-1.82,-1.96,-0.16,-0.31,-1.82,-0.23,0.62,-0.88,-0.92,-1.21,-0.14,0.37,Premium
2021-03-30 21:00,0.18,-0.74,0.12,1.87,1.14,0.52,2.06,-0.82,-0.42,2.33,-1.64,2.11,2.16,1.51,0.8,Approved
2021-03-30 22:00,3.43,-1.86,-0.91,-1.33,-1.68,-0.66,1.41,1.75,0.44,-1.07,-0.68,-1.05,-0.29,3.37,0.32,Premium
2021-03-30 23:00,0.73,1.61,0.33,-1.04,-0.7,1.36,0.29,-0.39,-0.03,-0.56,1.53,1.57,0.36,2.52,-0.34,Approved
2021-03-31 00:00,0.98,-0.4,-0.48,-0.37,1.41,1.39,-0.19,1.53,-0.37,-1.37,0.18,-0.19,0.08,-1.62,0.16,Premium
2021-03-31 01:00,1.27,1.04,-1.13,-0.55,-0.65,-0.3,0.28,0.96,1.29,-0.64,0.67,1.34,1.73,0.66,-1.26,Rejected
2021-03-31 02:00,0.91,-0.01,0.84,1.67,1.75,-0.13,1.63,0.47,1.01,0.74,0.79,2.15,-0.33,1.94,0.32,Approved
2021-03-31 03:00,0.55,-0.99,0.87,-0.5,1.03,0.53,1.72,-1.53,-0.67,1.51,1.2,0.42,-0.96,0.51,0.25,Rejected
2021-03-31 04:00,1.78,0.34,-1.13,-0.8,1.43,0.5,2.49,-0.93,0.57,1.32,-0.46,-0.99,-1.42,0.9,2.98,Premium
2021-03-31 05:00,3,0.9,-1.37,-0.98,0.08,-0.49,1.56,1.8,-1.17,-0.35,0.88,-0.83,1.84,-0.46,1.21,Rejected
2021-03-31 06:00,1.42,-0.97,-0.32,-0.13,0.28,0.88,0.05,1.84,1.04,-1.24,0.46,0.23,-0.3,-0.17,0.06,Premium
2021-03-31 07:00,-0.75,0.33,0.2,-1.69,-2.19,0.19,-0.44,-2.07,0.31,0.3,0.99,-0.96,-1.92,1.77,1.84,Premium
2021-03-31 08:00,1.2,-1.71,1.51,-0.45,0.61,0.17,-1.39,3.04,0.45,-3.11,-0.87,0.67,-1.23,-1.28,-0.07,Premium
2021-03-31 09:00,3.44,1.85,-1.22,3.3,3.11,0.35,1.74,5.31,-0.34,-1.24,-0.9,-0.26,-0.74,-0.01,-0.5,Rejected
2021-03-31 10:00,1.69,0.62,-1.38,0.51,0.87,-2.15,1.94,0.45,0.63,0.87,0.34,1.9,-0.1,1.19,0.51,Approved
2021-03-31 11:00,-0.89,-0.9,0.78,1.48,0.77,-0.12,-0.78,0.44,-0.42,-0.95,-0.02,-0.51,2.34,2.18,-0.06,Approved
2021-03-31 12:00,3.7,-0.2,-0.53,-0.48,1.4,-0.88,3.49,0.96,0.43,1.35,-0.71,0.47,1.15,0.04,-1.12,Rejected
2021-03-31 13:00,1.46,0.38,-2.08,-1.42,0.78,-0.52,-0.27,1.39,-0.3,-1.96,-0.35,-1.46,-1.15,-0.72,-0.39,Premium
2021-03-31 14:00,2.13,-1.56,0.53,-0.08,1.25,-0.3,2.84,-0.32,1.31,1.66,-0.79,-0.86,-0.82,0.96,0.1,Approved
2021-03-31 15:00,0.6,-0.61,1.04,-0.7,1.65,-0.09,2.04,-2.07,0.16,1.52,-1.55,-0.22,0.99,1.42,-0.8,Rejected
2021-03-31 16:00,0.05,-0.16,-0.38,0.58,2.77,-1.83,0.68,-0.45,-1.13,-0.43,-1,-0.51,-0.52,2.04,1.96,Approved
2021-03-31 17:00,1.81,1.04,-0.55,0.42,0.71,-1.87,1.52,1.01,-0.24,0.22,-0.41,-0.8,0.54,1.12,-0.69,Approved
2021-03-31 18:00,0.94,0.18,-0.1,-1.45,-2.26,0.65,-0.73,0.63,2.47,-1.76,-0.01,-0.73,-0.91,2.86,0.3,Rejected
2021-03-31 19:00,-0.1,0.01,0.94,1.27,1.12,1.17,0.15,0.84,0.93,0.31,-0.78,0.06,0.08,-1.48,-1.09,Approved
2021-03-31 20:00,1.98,-0.03,1.01,1.06,2.15,1.32,3.06,0.1,0.03,1.95,0.35,0.69,-1.36,0.74,-1.02,Rejected
2021-03-31 21:00,-1.07,-0.25,1.21,-2.53,0.54,-0.17,0.26,-3.83,-1.26,0.43,-1.47,0.1,0.97,2.04,-0.24,Rejected
2021-03-31 22:00,1.73,-0.53,-0.46,-2.33,0.44,-0.41,0.62,0.05,0.41,-0.97,-0.21,-0.24,-0.19,-0.09,-1.39,Premium
2021-03-31 23:00,1.5,-0.61,-0.05,0.24,0.1,-0.9,-0.68,3.04,3.1,-2.24,1.59,-1.46,-1.25,-0.34,-0.09,Premium
2021-04-01 00:00,-1.63,-0.56,-0.04,-0.14,0.09,-1.18,0.2,-2.65,0.01,1.56,0.03,0.01,-0.95,0.52,-1.55,Premium
2021-04-01 01:00,1.01,-1.26,-0.48,2.62,0.29,-0.18,1.52,1.72,0.74,1.69,0.85,0.5,0.88,-0.8,0.82,Approved
2021-04-01 02:00,-0.2,1.4,-0.02,-0.77,0.9,-0.62,0.89,-1.98,0.54,0.75,1.88,0.35,-0.17,1.57,-1.39,Rejected
2021-04-01 03:00,1.33,-1.97,-0.54,0.34,0.25,-0.94,2.73,-1.17,0.82,2.42,1.93,-0.53,-1.38,1.97,-0.97,Approved
2021-04-01 04:00,1.83,-0.41,-1.3,-2.21,-0.14,-0.3,0.67,0.09,-1.14,-0.93,0.32,-1.57,0.17,0.78,1.06,Premium
2021-04-01 05:00,0.64,-0.86,-0.77,1.42,1.2,0.51,-0.44,2.27,-0.51,-1.75,0.61,0.51,1.23,1.21,-1.98,Approved
2021-04-01 06:00,1.26,-0.55,-1.37,1.6,0.86,1.32,1.21,1.75,0.02,0.82,0.6,0.43,1.84,-1.38,-0.65,Approved
2021-04-01 07:00,1.64,1.6,-0.62,-0.64,0.7,0.16,0.03,1.86,-0.02,-1.62,-0.08,-0.23,-0.55,-0.46,0.07,Premium
2021-04-01 08:00,0.47,-0.16,1,-3.52,-0.04,1.27,0.64,-2.7,1.29,0.04,-2.17,1.26,-1.27,0.73,0.22,Rejected
2021-04-01 09:00,1.15,-0.85,0.89,-3.77,-3.68,-0.22,0.33,-1.94,0.73,-0.05,0.77,-0.84,0.33,2.7,-0.38,Premium
2021-04-01 10:00,2.41,-1.33,-0.26,-0.5,1.23,-1.05,2.48,0.1,1.19,0.81,0.2,0.25,-0.15,1.26,0.47,Rejected
2021-04-01 11:00,1.15,0.21,2.36,0.12,0.7,-1.97,1.02,0.54,-0.56,0.21,0.18,0.59,-2.13,0.23,0.06,Premium
2021-04-01 12:00,2.36,0.07,1.88,0.81,-0.16,-0.43,1.12,2.37,-1.04,-0.64,0.45,-1.1,0.41,1.95,-0.12,Approved
2021-04-01 13:00,-2.32,1.6,0.36,-1.45,-3.16,-1.76,-1.73,-2.67,-0.72,0.11,-0.65,-0.69,-1.25,1.91,0.42,Premium
2021-04-01 14:00,0.66,-1.58,-0.14,-2.77,-3.27,-3.04,-1.87,0.35,-0.25,-3.2,-3.05,0.64,-0.72,4.13,1.37,Rejected
2021-04-01 15:00,0.95,0.41,-0.12,-0.99,1.03,0.36,0.8,-0.13,-0.66,0.04,-0.76,0.84,-0.38,-0.91,1.18,Premium
2021-04-01 16:00,1.3,-0.67,-0.6,0.19,0.9,-0.08,0.85,0.64,-1.43,-0.79,-0.25,-0.21,-0.46,3.01,-1.2,Rejected
2021-04-01 17:00,1.14,-0.69,2.04,-0.12,0.18,1.46,0.54,0.86,0.44,-0.35,-1.32,-1.03,-2.54,0.37,-1.03,Approved
2021-04-01 18:00,0.62,0.33,1.24,-1.97,2.48,0.39,-0.03,-0.13,-0.59,-1.16,0.05,0.67,1.3,-2.74,1.28,Premium
2021-04-01 19:00,-0.3,0.45,-1.43,-2.23,-1.65,0.78,-0.36,-1.87,-0.76,-0.19,0.81,0.41,0.73,1.55,-0.02,Premium
2021-04-01 20:00,1,0.8,-0.02,-2.5,0.52,-1.39,-0.21,-0.05,-0.32,-1.44,0.2,1.18,1.65,-0.99,1.67,Premium
2021-04-01 21:00,1.3,-0.25,-1.9,-1.49,1.01,-0.32,1.31,-1.06,0.42,-0.29,0.46,-0.59,0.35,2.86,-1.21,Rejected
2021-04-01 22:00,2.11,-0.82,-0.59,0.51,-0.77,0.79,1.12,2.06,0.5,0.19,-0.19,-1.36,-0.17,-0.14,-0.44,Premium
2021-04-01 23:00,-0.75,0.61,0.25,-1.22,-1.42,1.06,-1.45,-0.62,-0.2,-1.5,0.21,2.02,0.45,2.09,-0.46,Rejected
2021-04-02 00:00,-0.64,-1.86,-0.76,1.63,2.96,-0.15,-1.19,1.72,-0.54,-2.08,-1.31,-0.62,-0.78,-0.3,0.37,Approved
2021-04-02 01:00,-1.56,-0.98,1.29,-0.83,-0.18,0.95,-0.81,-1.94,0.48,0.06,1.81,-1.45,0.84,0.46,-1.14,Rejected
2021-04-02 02:00,-0.56,-0.38,-0.49,-1.91,-2.58,0.52,-1.55,-1.01,-1.46,-1.8,1.16,-1.28,-0.79,3.91,0.75,Rejected
2021-04-02 03:00,1.23,1.83,0.53,0.69,1.18,-0.64,1.96,0,0.13,1.33,1.04,-0.45,0.45,0.61,-0.49,Rejected
2021-04-02 04:00,1.9,-0.35,-0.71,-3.64,0.53,-0.14,1.76,-1.98,-1.9,0.26,0.49,-1.24,1.14,0.48,-1.34,Premium
2021-04-02 05:00,3.54,0.54,1.24,1.13,2.11,-0.56,3.96,1.39,-1.01,2.03,-0.09,-0.46,-0.08,0.25,0.36,Rejected
2021-04-02 06:00,-2.43,0.34,0.9,0.59,0.82,0.12,-0.08,-2.71,-0.57,1.94,-0.1,0.37,-1.53,-0.98,-0.43,Premium
2021-04-02 07:00,1.13,-0.81,-0.35,1.55,0.7,-1.78,0.14,2.32,2.5,-1.2,-0.18,-0.11,-0.01,1.71,-2.01,Approved
2021-04-02 08:00,1,0.39,0.08,-0.52,2.87,-0.97,1.92,-1.45,0.8,0.2,0.3,0.08,-0.72,3.19,-3.42,Approved
2021-04-02 09:00,2.17,-1.52,1.02,0.77,0.73,0.52,0.1,3.54,-0.01,-1.81,1.66,0.26,-0.77,-0.56,-0.04,Premium
2021-04-02 10:00,3.3,0.11,-1.39,0.48,1.32,-1.28,2.47,2.58,-0.44,0.86,0.14,0.15,-1.1,-2.71,-0.71,Rejected
2021-04-02 11:00,3.39,1.37,-0.05,0.65,-0.64,0.27,2.55,2.35,1.15,1.12,-0.75,0.64,-3.66,-0.03,1.46,Approved
2021-04-02 12:00,0.77,-1.61,1.17,-1.9,-0.49,-1.25,-0.08,-0.4,-0.94,-1.07,-0.9,-1.76,-0.39,1.33,-0.4,Rejected
2021-04-02 13:00,-0.53,-0.67,1.87,-2.4,-3.03,1.01,-1.54,-1,-1.74,-1.15,0.46,-0.63,-0.49,1.17,-0.52,Premium
2021-04-02 14:00,-0.71,-0.48,0.18,1.65,3.27,0.02,-1.49,1.91,-0.21,-2.67,0.68,-0.1,0.63,0.19,-1.44,Approved
2021-04-02 15:00,1.11,-0.22,0.73,1.03,3.74,-1.21,3.54,-2.08,0.63,2.08,-0.38,0.47,0.71,4.39,0.15,Approved
2021-04-02 16:00,-2.19,-0.21,-2.21,-1.14,-2.3,-0.36,-0.4,-3.71,-0.62,1.69,-1.36,0.32,-1.34,1.82,1.34,Premium
2021-04-02 17:00,2.45,1.6,-1.61,0.42,2.45,-2.05,4.12,-0.72,0.46,3.17,0.98,-0.13,-1.58,-0.49,-0.52,Rejected
2021-04-02 18:00,-0.26,1.09,1.13,1.8,2.02,2.44,-1.1,1.98,-0.43,-2.32,1.03,0.26,0.27,1.79,0.06,Approved
2021-04-02 19:00,0.33,-0.75,-0.95,-0.51,0.29,-0.08,0.65,-0.54,-0.11,0.64,0.61,-1.29,1.46,-0.63,0.66,Rejected
2021-04-02 20:00,1.02,-0.29,-2.41,0.08,1.39,0.71,1.81,-0.98,-1.67,0.52,-0.12,-0.06,-1.24,3.79,-0.11,Rejected
2021-04-02 21:00,1,-0.68,-1.71,-0.6,0.85,-0.33,0.85,0,1.49,-0.04,-1,-0.5,2.14,0.22,1.01,Approved
2021-04-02 22:00,0.99,-1.55,1.04,-1.34,0.08,-1,1.56,-1.39,0.21,1.15,0.8,-0.3,0.02,0.59,-0.49,Approved
2021-04-02 23:00,0,-0.2,1.23,0.36,-0.31,-1.88,-0.61,0.99,0.1,-0.62,0.29,0.53,-0.64,-0.58,1.17,Approved
2021-04-03 00:00,0.23,0.08,2.03,-2.98,-0.75,0.21,-0.72,-1.33,-0.71,-1.69,0.94,0.15,1.21,2.06,0.69,Rejected
2021-04-03 01:00,1.01,0.49,-0.94,0.77,1.29,0.05,-1.49,3.87,-0.16,-3.07,-0.54,0.1,-1.09,-1.98,-0.7,Premium
2021-04-03 02:00,1.53,0.54,0.44,0.7,1.15,0.67,1.04,1.51,-1.4,-0.13,-0.42,0.98,-0.04,-0.08,-1.78,Approved
2021-04-03 03:00,0.67,-0.9,0.83,1.27,1.74,-0.36,-0.46,2.2,-1.75,-2.08,-0.13,-0.24,1.11,1.54,-0.88,Approved
2021-04-03 04:00,3.29,0.01,0.44,-2.2,0.53,0.1,1.68,1.05,0.42,-0.94,0.31,0.7,-1.33,0.65,-0.14,Rejected
2021-04-03 05:00,-0.36,-1.64,0.46,2.74,2.93,-1.53,-2.14,3.54,0.08,-4.22,-0.64,0.24,0.09,2.87,0.52,Approved
2021-04-03 06:00,1.55,-1.73,0.56,0.26,-1.88,0.47,0.26,1.92,1.37,-0.36,-0.24,-0.55,-0.27,0.66,-2.22,Rejected
2021-04-03 07:00,-0.66,1.29,-0.58,-0.61,-0.27,-2.29,0.91,-2.63,-1.37,1.53,1.3,1.06,-1.54,2.08,-1.16,Premium
2021-04-03 08:00,0.82,-0.75,0.29,-1.96,0.52,-0.7,0.14,-0.4,-0.78,-0.85,0.54,-0.06,-0.52,-0.24,-0.74,Rejected
2021-04-03 09:00,1.09,0.41,-0.64,-0.85,-0.79,0.38,0.38,0.27,-1.63,-0.5,0.54,-1.28,-1.29,1.58,0.48,Premium
2021-04-03 10:00,-0.03,0.91,-0.59,-3.1,-1.32,0.33,-1.41,-1.13,0.29,-2.45,0.09,-0.33,-0.49,2.85,-0.7,Rejected
2021-04-03 11:00,-2.28,0.49,-1.28,-0.69,-1.6,0.98,-0.74,-2.81,1.41,1.52,2.7,-0.41,-0.25,-0.55,-0.01,Premium
2021-04-03 12:00,-0.4,-0.16,1.16,-3.72,-0.28,0.36,-1.03,-2.37,-1.16,-1.86,1.47,1.39,-1.16,2.01,0.2,Rejected
2021-04-03 13:00,-4.32,-0.4,1.51,-0.65,-2.35,-0.18,-2.55,-3.7,-0.91,0.81,0.29,-0.42,-1.42,-0.03,-0.44,Premium
2021-04-03 14:00,-1.23,0.15,0.82,2.43,2.28,-0.07,-3.13,3.1,1.45,-4.82,0.06,-1.66,0.45,3.48,-0.15,Approved
2021-04-03 15:00,0.67,0.22,-0.63,-1.8,0.61,0.07,0.79,-1.58,-1.56,-0.38,1.37,0.33,0.07,2.74,0.7,Rejected
2021-04-03 16:00,-0.61,-0.03,-1.5,-1.48,-0.77,0.99,0.47,-2.61,-0.64,1.12,3.14,1.41,2.25,1.19,0.74,Premium
2021-04-03 17:00,-0.28,0.22,1.71,-1.95,-2.53,0.5,0.56,-2.64,-0.66,1.54,-0.41,-0.35,-0.52,1.35,1.84,Premium
2021-04-03 18:00,0.6,-0.45,-2.05,2.23,1.26,-0.5,0.27,2.42,-0.09,0,0.39,-1.57,1.05,-1.87,-1.14,Approved
2021-04-03 19:00,-2.26,0.84,-0.58,-2.5,-3.19,0.44,-3.19,-2,-0.27,-2.59,-0.13,-0.43,-0.21,3.92,1.08,Approved
2021-04-03 20:00,0.36,0.69,0.85,1.32,-0.33,-0.15,-0.51,1.7,-0.87,-1.28,-0.33,-1.18,0.42,2.38,0.05,Approved
2021-04-03 21:00,1.81,-1.34,-0.64,-1.07,-0.54,-1.11,0.92,0.6,0.46,-0.32,-0.19,-0.06,-0.38,0.94,0.36,Rejected
2021-04-03 22:00,1.39,-1.35,-0.32,-0.25,1.14,-0.06,2.24,-0.73,0.17,1.58,0.14,-1.68,-0.55,0.28,-0.8,Rejected
2021-04-03 23:00,1.95,-1.02,-0.62,2.1,0.91,0.47,0.87,3.1,-0.31,-0.83,-1.12,0.35,-0.76,1.47,-1.19,Approved
2021-04-04 00:00,0.71,-0.56,-0.43,-0.17,-4.04,-0.04,-1.86,2.37,0.83,-2.54,0.9,-0.79,0.07,3.42,0.96,Rejected
2021-04-04 01:00,1.07,0.21,1.42,0.35,1.39,-0.57,1.23,0.13,-0.49,-0.02,0.31,-0.46,0.87,2.16,0.43,Rejected
2021-04-04 02:00,0.15,1.45,-0.59,2.76,0.77,0.83,1.19,0.76,-0.59,1.37,0.27,-1.43,0.04,1.28,-0.6,Approved
2021-04-04 03:00,1.98,1.15,-0.09,0.23,0.12,-1.5,1.26,1.6,0.18,0.24,0.69,0.63,2.27,-0.61,0.29,Approved
2021-04-04 04:00,0.24,-0.95,1.51,-2.12,3.12,0.04,-0.28,-0.36,1.82,-1.3,-0.38,1.36,-0.38,-3.56,0.47,Premium
2021-04-04 05:00,0.02,1.49,-1.21,1.43,0.44,-0.88,-0.85,1.68,1.15,-1.8,-1.03,-1.37,-1.08,2.58,-0.69,Approved
2021-04-04 06:00,0.17,-1.44,0.74,1.36,0.03,-0.23,0.5,0.59,-1.2,0.58,0.13,0.5,0.31,0.67,-1.04,Approved
2021-04-04 07:00,0.4,-0.22,0.64,-1.29,2.81,0.64,0.39,-0.37,0.79,-0.38,-0.09,0.21,-0.08,-2.91,-0.58,Premium
2021-04-04 08:00,1.39,-1.23,-0.01,-1.35,-0.44,0.39,0.87,-0.11,-0.36,-0.03,-1.31,-0.52,0.46,0.67,-0.05,Rejected
2021-04-04 09:00,0.77,0.76,0.36,-1.57,0.83,-0.82,0.91,-1.42,0.73,-0.35,-0.45,-1.36,-2.38,2.81,1.35,Rejected
2021-04-04 10:00,0.9,1.88,-0.12,-2.58,-0.36,0.44,0.15,-1.06,-0.32,-1.12,-0.25,-1.01,-1.42,2.12,-1.03,Rejected
2021-04-04 11:00,1.32,-0.39,0.31,0.96,0.61,-0.8,-0.08,2.22,-0.89,-2.03,-0.35,1.52,0.37,3.19,-1.19,Approved
2021-04-04 12:00,-0.49,-3.62,1.03,-3.08,1.12,0.48,1.82,-4.84,0.56,2.45,0.36,2.3,2.15,-0.4,-0.42,Rejected
2021-04-04 13:00,-0.76,-0.34,-0.95,-1.29,1.25,-0.27,0.1,-2.01,1.48,0.27,0.56,-0.85,-1.32,-0.37,-0.24,Rejected
2021-04-04 14:00,2.89,-1.42,-0.26,1.25,0.33,-1.89,1.67,2.77,-1.25,-0.53,-0.82,0.47,-1.52,2.43,0.66,Approved
2021-04-04 15:00,1.81,0.47,-0.76,2.9,0.2,-0.06,-0.03,4.28,-0.36,-1.94,2.24,-0.83,-2.48,2.8,-1.36,Approved
2021-04-04 16:00,0.77,-0.1,-1.88,-1.69,-1.48,-0.55,0.79,-1.1,-1.84,0.8,0.28,1.85,-0.12,0.32,-0.53,Approved
